ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
AGhsC201405	8.40e-04	3.41e-04	-3.656114	-0.912284	-0.1528504		
AGhsA181609	8.40e-04	3.41e-04	-3.656037	-0.912546	-0.1245199	SUFU	suppressor of fused homolog (Drosophila)
AGhsB251310	8.43e-04	3.42e-04	-3.655134	-0.915613	-0.1429936		
AGhsC081015	8.45e-04	3.42e-04	-3.654619	-0.91736	-0.2302645		
AGhsC170409	8.46e-04	3.43e-04	-3.654058	-0.919265	-0.1187264		
AGhsA091521	8.47e-04	3.43e-04	-3.653796	-0.920154	-0.1650809	PAH	phenylalanine hydroxylase
AGhsB261408	8.47e-04	3.44e-04	3.653522	-0.921085	0.2187904		
AGhsA120919	8.48e-04	3.44e-04	-3.653165	-0.922296	-0.2214943	PGK1	phosphoglycerate kinase 1
AGhsC100520	8.48e-04	3.44e-04	-3.653118	-0.922456	-0.2703841		
AGhsC251509	8.50e-04	3.45e-04	-3.652709	-0.923844	-0.1959198		
AGhsC041118	8.50e-04	3.45e-04	3.652457	-0.924701	0.155652		
AGhsA180916	8.51e-04	3.45e-04	-3.652194	-0.925592	-0.2421749	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase
AGhsC240702	8.52e-04	3.46e-04	-3.651846	-0.926773	-0.2223551		
AGhsA161503	8.55e-04	3.47e-04	-3.650721	-0.930587	-0.1445047	STXBP6	syntaxin binding protein 6 (amisyn)
AGhsC201021	8.55e-04	3.47e-04	-3.650647	-0.93084	-0.1399528		
AGhsB060812	8.56e-04	3.48e-04	3.650437	-0.93155	0.1826937		
AGhsA241105	8.57e-04	3.48e-04	3.650126	-0.932608	0.2340701	NUDT4	nudix (nucleoside diphosphate linked moiety X)-type motif 4
AGhsA030707	8.59e-04	3.49e-04	-3.649326	-0.935318	-0.3764437	RPS24	ribosomal protein S24
AGhsA131617	8.64e-04	3.51e-04	-3.647703	-0.94082	-0.2168413	EDG6	endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 6
AGhsA141507	8.69e-04	3.53e-04	-3.645921	-0.946859	-0.1396546	DRG2	developmentally regulated GTP binding protein 2
AGhsC200415	8.70e-04	3.54e-04	3.645683	-0.947668	0.137185		
AGhsB130309	8.70e-04	3.54e-04	3.645562	-0.948078	0.1181233		
AGhsA120510	8.72e-04	3.55e-04	-3.644888	-0.95036	-0.1878892	HDHD1A	haloacid dehalogenase-like hydrolase domain containing 1A
AGhsB211203	8.72e-04	3.55e-04	3.644739	-0.950866	0.1926095	C12orf32///ARPC1B///SKAP2	chromosome 12 open reading frame 32///actin related protein 2/3 complex, subunit 1B, 41kDa///src kinase associated phosphoprotein 2
AGhsA011218	8.74e-04	3.56e-04	3.644194	-0.952711	0.1306553	MYBPC3	myosin binding protein C, cardiac
AGhsC080613	8.75e-04	3.56e-04	3.643797	-0.954054	0.2001634		
AGhsC111017	8.75e-04	3.56e-04	-3.643597	-0.954734	-0.1892672		
AGhsB060917	8.76e-04	3.57e-04	-3.643254	-0.955894	-0.1451769	SLC35A5	solute carrier family 35, member A5
AGhsB121101	8.77e-04	3.57e-04	3.643104	-0.956403	0.1901634	MGC16075	hypothetical protein MGC16075
AGhsB210808	8.79e-04	3.58e-04	3.642507	-0.958422	0.1331301	TTTY13	testis-specific transcript, Y-linked 13
AGhsB010119	8.80e-04	3.58e-04	-3.642054	-0.959955	-0.1443598	BAIAP2	BAI1-associated protein 2
AGhsB040719	8.80e-04	3.58e-04	-3.641909	-0.960448	-0.1069373		
AGhsB240302	8.83e-04	3.60e-04	-3.640943	-0.963716	-0.1760664	PLXNA1	plexin A1
AGhsC081603	8.83e-04	3.60e-04	3.640899	-0.963867	0.2291526		
AGhsB191014	8.84e-04	3.60e-04	3.640703	-0.964529	0.198216		
AGhsA190324	8.84e-04	3.60e-04	-3.640396	-0.965566	-0.2430408	NSMCE4A	non-SMC element 4 homolog A (S. cerevisiae)
AGhsB200311	8.87e-04	3.62e-04	-3.639427	-0.968847	-0.1977055		
AGhsB160424	8.87e-04	3.62e-04	3.639389	-0.968973	0.1971614		
AGhsB171306	8.90e-04	3.63e-04	-3.638555	-0.971797	-0.1165903		
AGhsB051102	8.92e-04	3.64e-04	-3.637952	-0.973836	-0.1868464	SPINLW1	serine peptidase inhibitor-like, with Kunitz and WAP domains 1 (eppin)
AGhsB240504	8.94e-04	3.65e-04	3.637249	-0.976213	0.1469997	FAM57B	family with sequence similarity 57, member B
AGhsC191111	8.94e-04	3.65e-04	-3.637044	-0.976904	-0.188253		
AGhsB181209	8.94e-04	3.65e-04	3.636933	-0.977281	0.2279397		
AGhsC060920	8.95e-04	3.65e-04	3.636774	-0.977817	0.1186725		
AGhsB100706	8.95e-04	3.65e-04	-3.636614	-0.97836	-0.1528571		
AGhsA091603	8.98e-04	3.67e-04	-3.63576	-0.981247	-0.2335563	CCND2	cyclin D2
AGhsA141013	8.98e-04	3.67e-04	-3.635605	-0.981769	-0.319065	CDH7	cadherin 7, type 2
AGhsC091304	8.99e-04	3.67e-04	-3.635346	-0.982645	-0.1195873		
AGhsA261420	9.01e-04	3.68e-04	-3.634623	-0.985088	-0.1809805	VPS24	vacuolar protein sorting 24 homolog (S. cerevisiae)
AGhsB240819	9.01e-04	3.68e-04	3.63459	-0.9852	0.1204127	NRG1	neuregulin 1
AGhsA130603	9.05e-04	3.70e-04	-3.633249	-0.989731	-0.1335596	SPTLC3	serine palmitoyltransferase, long chain base subunit 3
AGhsC260511	9.08e-04	3.71e-04	-3.632352	-0.992761	-0.1797237		
AGhsA091620	9.08e-04	3.71e-04	3.632174	-0.993363	0.1731031	TRPM5	transient receptor potential cation channel, subfamily M, member 5
AGhsC150808	9.10e-04	3.72e-04	-3.631729	-0.994864	-0.2239741		
AGhsC080921	9.14e-04	3.74e-04	-3.630416	-0.999298	-0.132313	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)
AGhsA160713	9.16e-04	3.75e-04	-3.629658	-1.001855	-0.1788747	NTRK3	neurotrophic tyrosine kinase, receptor, type 3
AGhsC130406	9.17e-04	3.75e-04	3.62942	-1.002659	0.0981671		
AGhsA121215	9.17e-04	3.75e-04	3.629297	-1.003075	0.1597945	SOX10	SRY (sex determining region Y)-box 10
AGhsC170704	9.22e-04	3.77e-04	3.627749	-1.008299	0.190566		
AGhsA151523	9.22e-04	3.77e-04	3.627657	-1.008606	0.1964757	HBQ1	hemoglobin, theta 1
AGhsC081510	9.24e-04	3.78e-04	-3.627035	-1.010707	-0.0992823		
AGhsB111316	9.24e-04	3.78e-04	-3.626983	-1.01088	-0.1847658	PSG7	pregnancy specific beta-1-glycoprotein 7
AGhsB091315	9.25e-04	3.78e-04	-3.626826	-1.01141	-0.1436085	DNAJC11	DnaJ (Hsp40) homolog, subfamily C, member 11
AGhsC190608	9.26e-04	3.79e-04	3.626439	-1.012715	0.2203993		
AGhsC021316	9.26e-04	3.79e-04	3.626358	-1.01299	0.1917958		
AGhsC090212	9.26e-04	3.79e-04	-3.626127	-1.013768	-0.1654734		
AGhsA170606	9.30e-04	3.81e-04	-3.625109	-1.0172	-0.1905121	SLC11A2	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2
AGhsC240701	9.35e-04	3.83e-04	3.623568	-1.022397	0.1346277		
AGhsC161302	9.35e-04	3.83e-04	-3.623541	-1.022486	-0.1235563		
AGhsC020918	9.36e-04	3.84e-04	-3.62306	-1.024106	-0.1853875	CD244	CD244 molecule, natural killer cell receptor 2B4
AGhsC180804	9.43e-04	3.87e-04	3.620893	-1.03141	0.1593379		
AGhsB221619	9.46e-04	3.88e-04	3.619953	-1.034573	0.1465027	ENOX2	ecto-NOX disulfide-thiol exchanger 2
AGhsA221623	9.51e-04	3.90e-04	-3.618474	-1.039552	-0.151816	CAV3	caveolin 3
AGhsA151215	9.51e-04	3.90e-04	-3.618314	-1.040092	-0.1213376	C16orf62	chromosome 16 open reading frame 62
AGhsC130911	9.52e-04	3.90e-04	-3.61812	-1.040746	-0.1767318		
AGhsC230221	9.53e-04	3.91e-04	3.617877	-1.041562	0.1693177		
AGhsA170323	9.57e-04	3.93e-04	-3.616534	-1.046082	-0.270625	RP11-298P3.3	phosphonoformate immuno-associated protein 5
AGhsA221409	9.57e-04	3.93e-04	-3.616481	-1.04626	-0.1586826	TUSC2	tumor suppressor candidate 2
AGhsB021608	9.62e-04	3.95e-04	3.615072	-1.051001	0.1348248	WDTC1	WD and tetratricopeptide repeats 1
AGhsC211209	9.63e-04	3.95e-04	-3.614808	-1.051887	-0.1355795		
AGhsB110204	9.64e-04	3.96e-04	3.614282	-1.053656	0.1084249	ANP32E	acidic (leucine-rich) nuclear phosphoprotein 32 family, member E
AGhsB120218	9.64e-04	3.96e-04	-3.614254	-1.05375	-0.1097423	PFAS	phosphoribosylformylglycinamidine synthase (FGAR amidotransferase)
AGhsC261323	9.64e-04	3.96e-04	-3.614131	-1.054165	-0.1532648		
AGhsC050614	9.65e-04	3.96e-04	-3.613957	-1.054751	-0.1684198		
AGhsC231408	9.65e-04	3.96e-04	3.613867	-1.055053	0.1879094		
AGhsA200718	9.66e-04	3.97e-04	-3.613483	-1.056343	-0.1861961	DFNA5	deafness, autosomal dominant 5
AGhsS010703	9.69e-04	3.98e-04	-3.6125	-1.059648	-0.2265954	ACTB	actin, beta
AGhsB140711	9.71e-04	3.99e-04	3.612072	-1.061086	0.260561	FUS	fusion (involved in t(12;16) in malignant liposarcoma)
AGhsA131524	9.74e-04	4.00e-04	-3.611107	-1.06433	-0.1596614	HMG20B	high-mobility group 20B
AGhsB201212	9.85e-04	4.05e-04	3.607963	-1.074892	0.3663595		
AGhsC011618	9.87e-04	4.06e-04	3.607216	-1.0774	0.2409586		
AGhsB161224	9.88e-04	4.06e-04	3.607094	-1.07781	0.1414067		
AGhsC100316	9.92e-04	4.08e-04	-3.605897	-1.081827	-0.1110681		
AGhsA120811	9.96e-04	4.10e-04	-3.604739	-1.085712	-0.2071344	MECP2	methyl CpG binding protein 2 (Rett syndrome)
AGhsC171521	9.96e-04	4.10e-04	-3.604499	-1.086517	-0.149284		
AGhsC170408	9.98e-04	4.11e-04	3.603992	-1.088221	0.1486304		
AGhsA141608	1.00e-03	4.12e-04	-3.603255	-1.090691	-0.1156536	PNMT	phenylethanolamine N-methyltransferase
AGhsB250501	1.00e-03	4.12e-04	3.602846	-1.092062	0.2068009		
AGhsC140423	1.00e-03	4.13e-04	3.60249	-1.093257	0.1337668		
AGhsA141107	1.00e-03	4.14e-04	-3.602048	-1.094739	-0.2217503	ME2	malic enzyme 2, NAD(+)-dependent, mitochondrial
AGhsA031121	1.01e-03	4.15e-04	3.601302	-1.097241	0.1488005		
AGhsA111102	1.01e-03	4.15e-04	3.601082	-1.097978	0.3332951	STK17B	serine/threonine kinase 17b
AGhsC140312	1.01e-03	4.15e-04	-3.600862	-1.098714	-0.1881115		
AGhsC191114	1.01e-03	4.15e-04	-3.60079	-1.098956	-0.1655542		
AGhsC060802	1.01e-03	4.16e-04	-3.600348	-1.100437	-0.1329852		
AGhsB140508	1.01e-03	4.16e-04	-3.600181	-1.100999	-0.1429902	NF1	neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)
AGhsA260911	1.01e-03	4.17e-04	3.599938	-1.101811	0.1863511	NARF	nuclear prelamin A recognition factor
AGhsB040911	1.01e-03	4.17e-04	-3.599772	-1.102369	-0.2366476	MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2
AGhsB040809	1.01e-03	4.17e-04	-3.59972	-1.102544	-0.1017672		
AGhsA141511	1.01e-03	4.17e-04	-3.59969	-1.102643	-0.1240954	TOP3A	topoisomerase (DNA) III alpha
AGhsC110616	1.01e-03	4.18e-04	3.599163	-1.104409	0.189434		
AGhsC161619	1.01e-03	4.19e-04	3.598624	-1.106215	0.1506031		
AGhsA151402	1.02e-03	4.19e-04	-3.598194	-1.107655	-0.2407951	PRM1	protamine 1
AGhsA020603	1.02e-03	4.20e-04	-3.598003	-1.108295	-0.1834602	PILRA	paired immunoglobin-like type 2 receptor alpha
AGhsB030205	1.02e-03	4.20e-04	-3.597933	-1.10853	-0.1612298	JRK	jerky homolog (mouse)
AGhsA020922	1.02e-03	4.21e-04	-3.596946	-1.111837	-0.1795805	APLP2	amyloid beta (A4) precursor-like protein 2
AGhsB041107	1.02e-03	4.22e-04	-3.596414	-1.113619	-0.1115937	FLJ10769	hypothetical protein FLJ10769
AGhsA181220	1.02e-03	4.23e-04	3.595999	-1.115009	0.1379869	CD44	CD44 molecule (Indian blood group)
AGhsC051105	1.03e-03	4.23e-04	3.59546	-1.116813	0.1493379		
AGhsA080202	1.03e-03	4.25e-04	-3.594369	-1.120464	-0.1409855		
AGhsA231205	1.03e-03	4.26e-04	3.593488	-1.123411	0.1675724	VRK2	vaccinia related kinase 2
AGhsC051423	1.03e-03	4.27e-04	-3.59331	-1.124008	-0.1371142		
AGhsC181404	1.04e-03	4.28e-04	-3.592549	-1.126555	-0.1106806		
AGhsB250806	1.04e-03	4.28e-04	3.592399	-1.127057	0.2010361		
AGhsC070606	1.04e-03	4.30e-04	3.590914	-1.132025	0.1655273		
AGhsB260522	1.04e-03	4.31e-04	-3.590721	-1.132667	-0.2208558		
AGhsB131507	1.04e-03	4.31e-04	3.590447	-1.133584	0.1338915	ALG14	asparagine-linked glycosylation 14 homolog (S. cerevisiae)
AGhsB010303	1.04e-03	4.31e-04	3.590364	-1.133861	0.1527914	PLXNB2	plexin B2
AGhsA031316	1.04e-03	4.32e-04	-3.590144	-1.134596	-0.1514286	HNRPH2	heterogeneous nuclear ribonucleoprotein H2 (H')
AGhsA031521	1.05e-03	4.34e-04	-3.588812	-1.139051	-0.2283389	EIF2S2	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa
AGhsA141307	1.05e-03	4.34e-04	-3.588389	-1.140465	-0.1416173	MOCOS	molybdenum cofactor sulfurase
AGhsB070601	1.05e-03	4.34e-04	3.588285	-1.140813	0.2365515	NSUN4	NOL1/NOP2/Sun domain family, member 4
AGhsC231217	1.05e-03	4.36e-04	3.586973	-1.145197	0.1378066		
AGhsC211611	1.06e-03	4.38e-04	3.585992	-1.148473	0.1658945		
AGhsA240909	1.06e-03	4.39e-04	3.585071	-1.15155	0.2224882	DARC	Duffy blood group, chemokine receptor
AGhsC260915	1.06e-03	4.41e-04	-3.584369	-1.153894	-0.1518548		
AGhsC090403	1.07e-03	4.41e-04	3.583892	-1.155487	0.1867807		
AGhsB160515	1.07e-03	4.42e-04	-3.583649	-1.156298	-0.1800741		
AGhsB240516	1.07e-03	4.42e-04	-3.583263	-1.157585	-0.1403437		
AGhsC231423	1.07e-03	4.42e-04	3.583201	-1.157794	0.1528268		
AGhsB180518	1.07e-03	4.43e-04	3.582863	-1.158921	0.3859316		
AGhsC170519	1.07e-03	4.44e-04	3.582027	-1.16171	0.165598		
AGhsB190508	1.07e-03	4.44e-04	-3.582015	-1.161752	-0.1662719		
AGhsB051418	1.07e-03	4.45e-04	-3.581348	-1.163978	-0.1549073		
AGhsB161408	1.08e-03	4.47e-04	-3.580381	-1.167203	-0.1152426		
AGhsB080709	1.08e-03	4.48e-04	3.579577	-1.169886	0.2144188	C9orf86	chromosome 9 open reading frame 86
AGhsA250716	1.08e-03	4.48e-04	-3.579548	-1.169981	-0.2320064	CASP9	caspase 9, apoptosis-related cysteine peptidase
AGhsA071423	1.08e-03	4.48e-04	3.579515	-1.170091	0.1505492	EDAR	ectodysplasin A receptor
AGhsB011108	1.08e-03	4.50e-04	-3.578539	-1.173347	-0.1834501	KIAA0460	KIAA0460
AGhsA081123	1.09e-03	4.52e-04	-3.577167	-1.177921	-0.1233069	DLK2	delta-like 2 homolog (Drosophila)
AGhsA090201	1.09e-03	4.54e-04	-3.576083	-1.181533	-0.1949747		
AGhsC230607	1.09e-03	4.54e-04	3.575989	-1.181845	0.1562618		
AGhsB010714	1.09e-03	4.55e-04	3.575465	-1.183592	0.153691	ATP9A	ATPase, class II, type 9A
AGhsC010619	1.10e-03	4.55e-04	-3.575224	-1.184395	-0.1665246	KIAA1772	KIAA1772
AGhsB250313	1.10e-03	4.58e-04	-3.573148	-1.191312	-0.1390044		
AGhsB130702	1.11e-03	4.60e-04	-3.571947	-1.195308	-0.1443851	PLEKHA6	pleckstrin homology domain containing, family A member 6
AGhsB111318	1.12e-03	4.64e-04	-3.569619	-1.203055	-0.1558019		
AGhsC040723	1.12e-03	4.64e-04	-3.569607	-1.203095	-0.2109821		
AGhsA071623	1.12e-03	4.65e-04	-3.569398	-1.20379	-0.1395047	VPS37B	vacuolar protein sorting 37 homolog B (S. cerevisiae)
AGhsA091421	1.12e-03	4.65e-04	-3.569056	-1.20493	-0.1123299	MGST1	microsomal glutathione S-transferase 1
AGhsB221019	1.12e-03	4.65e-04	-3.569039	-1.204987	-0.1253605	ZNF473	zinc finger protein 473
AGhsB031614	1.12e-03	4.67e-04	-3.568127	-1.208021	-0.1370367		
AGhsC190609	1.12e-03	4.67e-04	-3.567987	-1.208485	-0.0998568		
AGhsB191207	1.13e-03	4.69e-04	3.567019	-1.211703	0.2875253		
AGhsB210804	1.13e-03	4.69e-04	-3.566974	-1.211855	-0.1659451		
AGhsB021623	1.13e-03	4.70e-04	3.566003	-1.215084	0.1168969		
AGhsA140914	1.13e-03	4.71e-04	-3.565801	-1.215753	-0.2065111	NUMBL	numb homolog (Drosophila)-like
AGhsB110412	1.14e-03	4.74e-04	-3.56407	-1.221507	-0.1937365	NICN1	nicolin 1
AGhsS010501	1.14e-03	4.75e-04	-3.563199	-1.224399	-0.2424057	ACTB	actin, beta
AGhsB050723	1.14e-03	4.75e-04	-3.56308	-1.224795	-0.1531469	UCN3	urocortin 3 (stresscopin)
AGhsA150419	1.14e-03	4.75e-04	3.562974	-1.225147	0.1324798	NGFR	nerve growth factor receptor (TNFR superfamily, member 16)
AGhsC211018	1.14e-03	4.77e-04	-3.562154	-1.227873	-0.1393329		
AGhsA120604	1.15e-03	4.78e-04	3.561625	-1.229629	0.1902005	ELF4	E74-like factor 4 (ets domain transcription factor)
AGhsB180622	1.15e-03	4.78e-04	3.561531	-1.229941	0.1361388		
AGhsB190410	1.15e-03	4.78e-04	-3.561233	-1.230929	-0.193905		
AGhsC020314	1.15e-03	4.79e-04	3.560992	-1.231729	0.145903		
AGhsC250108	1.15e-03	4.79e-04	3.560766	-1.23248	0.2252241		
AGhsB260411	1.15e-03	4.81e-04	3.559534	-1.236568	0.1876971	AIM1	absent in melanoma 1
AGhsB200523	1.15e-03	4.81e-04	-3.559345	-1.237197	-0.1867419		
AGhsB080523	1.16e-03	4.83e-04	-3.55827	-1.240765	-0.2223096	BTBD9	BTB (POZ) domain containing 9
AGhsB011520	1.16e-03	4.83e-04	-3.558199	-1.240999	-0.1315381	KIAA0746	KIAA0746 protein
AGhsB030723	1.16e-03	4.84e-04	-3.557864	-1.242112	-0.1567992	C21orf116	chromosome 21 open reading frame 116
AGhsB071219	1.16e-03	4.84e-04	-3.557785	-1.242373	-0.0962871		
AGhsB250814	1.16e-03	4.85e-04	3.557563	-1.243111	0.172185	KLHL1	kelch-like 1 (Drosophila)
AGhsA141309	1.16e-03	4.85e-04	-3.557189	-1.244351	-0.1518952	P15RS	hypothetical protein FLJ10656
AGhsA040919	1.16e-03	4.86e-04	-3.556691	-1.246003	-0.2034417	MMP10	matrix metallopeptidase 10 (stromelysin 2)
AGhsA181120	1.17e-03	4.87e-04	-3.555894	-1.248646	-0.3225674	EIF3M	eukaryotic translation initiation factor 3, subunit M
AGhsB140314	1.17e-03	4.88e-04	-3.55561	-1.249586	-0.2608827	ICAM1	intercellular adhesion molecule 1 (CD54), human rhinovirus receptor
AGhsB201014	1.17e-03	4.89e-04	-3.555055	-1.251428	-0.1451263		
AGhsC080702	1.17e-03	4.91e-04	3.553905	-1.255241	0.1350236		
AGhsA101219	1.18e-03	4.92e-04	-3.5534	-1.256915	-0.1657429	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11
AGhsB171317	1.18e-03	4.92e-04	3.553348	-1.257086	0.1648518		
AGhsA220104	1.18e-03	4.92e-04	-3.553099	-1.25791	-0.1912298	NSUN2	NOL1/NOP2/Sun domain family, member 2
AGhsB111004	1.18e-03	4.93e-04	-3.55274	-1.259103	-0.1178437	C8orf75	chromosome 8 open reading frame 75
AGhsA181213	1.18e-03	4.93e-04	-3.55264	-1.259431	-0.2100472	NDUFS8	NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kDa (NADH-coenzyme Q reductase)
AGhsC100205	1.18e-03	4.93e-04	3.552484	-1.259949	0.163152		
AGhsA130319	1.18e-03	4.94e-04	-3.552373	-1.260316	-0.1457817	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif, 5 (aggrecanase-2)
AGhsC171519	1.18e-03	4.94e-04	-3.552131	-1.261119	-0.1037197		
AGhsA260101	1.18e-03	4.94e-04	-3.552054	-1.261375	-0.1352746	ARHGEF2	rho/rac guanine nucleotide exchange factor (GEF) 2
AGhsA071214	1.18e-03	4.95e-04	-3.551382	-1.263601	-0.2327139	CHODL	chondrolectin
AGhsB231003	1.18e-03	4.95e-04	3.55126	-1.264006	0.1399073		
AGhsA020423	1.18e-03	4.96e-04	-3.55123	-1.264103	-0.2908996	FOLR3	folate receptor 3 (gamma)
AGhsB141517	1.19e-03	4.97e-04	-3.550675	-1.265941	-0.1558524		
AGhsA261517	1.19e-03	5.00e-04	-3.548913	-1.271777	-0.1660361	CD52	CD52 molecule
AGhsA240809	1.20e-03	5.01e-04	3.548373	-1.273563	0.3712365	GCA	grancalcin, EF-hand calcium binding protein
AGhsA150214	1.20e-03	5.01e-04	3.547908	-1.275102	0.1887449	ALDH3A1	aldehyde dehydrogenase 3 family, memberA1
AGhsC010417	1.20e-03	5.04e-04	3.546435	-1.279976	0.1606351	UBC	ubiquitin C
AGhsB150302	1.21e-03	5.07e-04	-3.544793	-1.285408	-0.1623332	MTMR11	myotubularin related protein 11
AGhsB060109	1.21e-03	5.08e-04	3.544022	-1.287958	0.2127055	NCR2	natural cytotoxicity triggering receptor 2
AGhsA211501	1.21e-03	5.09e-04	-3.543832	-1.288586	-0.2665718	MAN2A1	mannosidase, alpha, class 2A, member 1
AGhsA250120	1.22e-03	5.10e-04	3.543287	-1.290389	0.1666425	RNF186	ring finger protein 186
AGhsA100417	1.22e-03	5.10e-04	-3.543103	-1.290998	-0.3116897	CUZD1	CUB and zona pellucida-like domains 1
AGhsB241106	1.22e-03	5.11e-04	-3.54257	-1.292758	-0.2082732		
AGhsB030316	1.22e-03	5.12e-04	3.542096	-1.294325	0.2512129	PGCP	plasma glutamate carboxypeptidase
AGhsA021405	1.22e-03	5.12e-04	-3.542085	-1.294362	-0.1441021	NOL6	nucleolar protein family 6 (RNA-associated)
AGhsC201109	1.22e-03	5.12e-04	-3.541803	-1.295294	-0.1681452		
AGhsB041413	1.23e-03	5.15e-04	-3.540491	-1.29963	-0.1654666	C14orf1	chromosome 14 open reading frame 1
AGhsA101215	1.23e-03	5.15e-04	3.540076	-1.300999	0.1874764	ABCF2	ATP-binding cassette, sub-family F (GCN20), member 2
AGhsC180609	1.23e-03	5.18e-04	-3.538873	-1.304974	-0.1394862		
AGhsC031618	1.23e-03	5.18e-04	3.538602	-1.305867	0.1028352	GRLF1	glucocorticoid receptor DNA binding factor 1
AGhsA151218	1.25e-03	5.23e-04	-3.53575	-1.315283	-0.1791745	LOC55565	hypothetical protein LOC55565
AGhsA151623	1.25e-03	5.24e-04	-3.535613	-1.315736	-0.1253908	ADCY7	adenylate cyclase 7
AGhsC161113	1.25e-03	5.25e-04	-3.53513	-1.31733	-0.1546462		
AGhsC211620	1.25e-03	5.25e-04	-3.534841	-1.318282	-0.1616678		
AGhsC260922	1.25e-03	5.25e-04	3.534649	-1.318916	0.1681705		
AGhsC181617	1.25e-03	5.26e-04	3.53455	-1.319242	0.1147962		
AGhsA201615	1.25e-03	5.26e-04	-3.534235	-1.320282	-0.2612365	GTF2H4	general transcription factor IIH, polypeptide 4, 52kDa
AGhsB241208	1.25e-03	5.27e-04	-3.533772	-1.32181	-0.1888241	ANKHD1	ankyrin repeat and KH domain containing 1
AGhsA101117	1.25e-03	5.27e-04	-3.533701	-1.322044	-0.2297456	C7orf28A	chromosome 7 open reading frame 28A
AGhsB251106	1.26e-03	5.30e-04	-3.532295	-1.326679	-0.1216442	C20orf74///C20orf26///INSM1	chromosome 20 open reading frame 74///chromosome 20 open reading frame 26///insulinoma-associated 1
AGhsA110821	1.27e-03	5.33e-04	3.530536	-1.332478	0.2712837	DHRS9	dehydrogenase/reductase (SDR family) member 9
AGhsA020607	1.27e-03	5.34e-04	-3.530141	-1.333781	-0.1459821	TRIM24	tripartite motif-containing 24
AGhsC040807	1.28e-03	5.37e-04	-3.528588	-1.338898	-0.1796344		
AGhsA070806	1.28e-03	5.37e-04	-3.528251	-1.340007	-0.1368497	ZC3H12A	zinc finger CCCH-type containing 12A
AGhsA060608	1.28e-03	5.39e-04	-3.527404	-1.342796	-0.1761809	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial (putative)
AGhsA011509	1.28e-03	5.40e-04	3.527011	-1.344089	0.1637062	ABCC9	ATP-binding cassette, sub-family C (CFTR/MRP), member 9
AGhsB110102	1.29e-03	5.42e-04	-3.525826	-1.347993	-0.1633086	C15orf42	chromosome 15 open reading frame 42
AGhsC070419	1.29e-03	5.43e-04	3.525541	-1.34893	0.1834805		
AGhsA071324	1.29e-03	5.43e-04	-3.52544	-1.349262	-0.1795889	ZNF407	zinc finger protein 407
AGhsC201508	1.29e-03	5.43e-04	3.525113	-1.35034	0.1760158		
AGhsB150317	1.29e-03	5.44e-04	3.52501	-1.350678	0.1409805		
AGhsB050822	1.29e-03	5.44e-04	-3.524659	-1.351833	-0.1157817		
AGhsC120524	1.30e-03	5.46e-04	3.523653	-1.355144	0.163499		
AGhsB141214	1.30e-03	5.48e-04	-3.522568	-1.358712	-0.1555863	PNPLA4	patatin-like phospholipase domain containing 4
AGhsB071418	1.30e-03	5.49e-04	-3.522227	-1.359835	-0.1284923	PDLIM2	PDZ and LIM domain 2 (mystique)
AGhsB130204	1.31e-03	5.52e-04	-3.520683	-1.36491	-0.1436489	PCSK7	proprotein convertase subtilisin/kexin type 7
AGhsC140213	1.31e-03	5.52e-04	3.520604	-1.365171	0.1281166		
AGhsB020601	1.31e-03	5.53e-04	-3.520019	-1.367093	-0.1749444	TBC1D9	TBC1 domain family, member 9 (with GRAM domain)
AGhsC200306	1.32e-03	5.55e-04	-3.51918	-1.36985	-0.1227695		
AGhsB160417	1.32e-03	5.55e-04	-3.519124	-1.370037	-0.1228605		
AGhsB131611	1.32e-03	5.56e-04	3.518579	-1.371827	0.1420569	PHF21B	PHD finger protein 21B
AGhsC120406	1.32e-03	5.56e-04	3.518347	-1.372589	0.1300775		
AGhsA111417	1.33e-03	5.59e-04	-3.516785	-1.377719	-0.141939	ADAM15	ADAM metallopeptidase domain 15
AGhsB230706	1.33e-03	5.60e-04	-3.516275	-1.379396	-0.1058322		
AGhsA051213	1.34e-03	5.64e-04	3.514438	-1.385428	0.3161792	FNDC3B	fibronectin type III domain containing 3B
AGhsB131217	1.34e-03	5.64e-04	-3.514421	-1.385484	-0.1917099		
AGhsA020104	1.34e-03	5.64e-04	3.514354	-1.385703	0.2022642	MTMR8	myotubularin related protein 8
AGhsB131321	1.34e-03	5.65e-04	-3.514101	-1.386534	-0.1292166		
AGhsC110119	1.34e-03	5.65e-04	3.513867	-1.387301	0.2012803		
AGhsC110911	1.34e-03	5.65e-04	3.513846	-1.38737	0.1427257		
